;AKAP8L;ARID3B;ARNTL;ATF3;ATF4;BACH2;BATF;BATF3;BBX;CREM;E2F1;E4F1;EGR1;EGR2;ELF4;ELK1;ELK3;ETS2;ETV3;ETV6;FOS;FOSL1;FOXJ2;FOXO1;GATAD2B;GMEB1;GTF2B;GTF3A;HBP1;HSF2;IRF4;KLF13;KLF6;LHX4;LYL1;MAX;MEF2A;MNT;MXD1;MYBL1;MYBL2;MYPOP;NCOA3;NFX1;NR1D1;NR1H2;NR2C1;NR2F6;PKNOX1;PLSCR1;PRMT3;RARG;RBCK1;RBSN;RELB;RORC;SETDB1;SMYD3;SP4;SREBF1;SRF;STAT3;STAT6;TBX21;TET2;TFAP4;TFCP2;TFDP1;THAP1;TP53;TRERF1;TRPS1;WT1;YBX3;ZBTB16;ZBTB17;ZBTB3;ZBTB39;ZBTB40;ZBTB45;ZFP1;ZFP30;ZFP37;ZFP62;ZFP64;ZFP69B;ZFPM1;ZKSCAN4;ZKSCAN7;ZNF107;ZNF121;ZNF131;ZNF134;ZNF138;ZNF154;ZNF155;ZNF160;ZNF180;ZNF200;ZNF202;ZNF226;ZNF227;ZNF234;ZNF235;ZNF239;ZNF250;ZNF254;ZNF256;ZNF264;ZNF268;ZNF284;ZNF287;ZNF317;ZNF324;ZNF324B;ZNF329;ZNF337;ZNF33A;ZNF35;ZNF354B;ZNF354C;ZNF365;ZNF367;ZNF396;ZNF397;ZNF429;ZNF43;ZNF451;ZNF471;ZNF483;ZNF493;ZNF501;ZNF507;ZNF510;ZNF513;ZNF527;ZNF530;ZNF546;ZNF549;ZNF554;ZNF555;ZNF562;ZNF563;ZNF574;ZNF585A;ZNF586;ZNF589;ZNF599;ZNF615;ZNF619;ZNF620;ZNF621;ZNF629;ZNF649;ZNF669;ZNF672;ZNF675;ZNF718;ZNF746;ZNF766;ZNF776;ZNF777;ZNF784;ZNF787;ZNF789;ZNF79;ZNF808;ZNF823;ZNF827;ZNF844;ZNF879;ZNF880;ZSCAN12;ZSCAN2;ZSCAN20;ZSCAN21;ZXDC
ZNF746;0,002659829;0;0;0;0,18773164;0,113216377;0;0;0;0;0;0;0;0;0;0;0;0,078506782;0;0;0;0;0;0,062590602;0;0;0;0;0;0;-0,003558703;0;0;0;0;-0,110300416;0;0;0;0,048558892;0,082901587;0;0;0;0;0;0;0;0;0;0;0;0;-0,071327435;0;0;0;0;0;0;0,079172065;0;0;0,052599944;0;0;0;0,118729933;0;0;0;0;0;0;0;0;0;0;0,044443065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,096809708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0,011692114;0;0,10989664;0;0;0;0;0;0;0;0;0;0;0;0;0,058051811
ZNF766;0;0;0;0;-0,112427834;-0,064616434;-0,043832402;0;0,090214309;0;0,012978057;0;0;0;-0,03894582;0;0;0;0;0;0;0;0;-0,042846605;0;0,058169347;-0,026498958;0;0,09050179;0;0;0,040680555;0;0;0;0,075507027;0;0;0;-0,009989604;0;-0,005228782;0;0;0;0,129090339;0;0;0;0;0;0;0;0,060592151;-0,001845404;0;0;0,028788596;0;0;0,004924129;0,166160691;0;-0,010100156;0,068952;0;0;-0,114676541;0;0;-0,017824961;0,000312308;0;0;0;0;0;0,001117471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,024871298;0,037171019;0;0;0;0;0;0;0;0;0;0;-0,005746126;0;0;0,049764387;0;0;0;0;0;0;0;0;0;0;0;0,008204249;0;0,033589704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001238789;0;0;0;0;0,000766259;0;0,006236784;0,001185903;0;0;0,052565131;0;0,016883701;0;0;-1;0;0;0;0;0;0;0;0,022619739;0;0;0;0,056230476;0;0;0;0;0
ZNF776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061789643;0;0;0;0;0;0,115191281;0;0;0;0;0;0;0;0;0;0;0,111189101;0;0;0;0;0;-0,128353909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,117792465;0;0;0;0;0;0;0;0;0;0,021735968;0;0;0;0;0,142781874;0;0;0;0;0;0,088683363;0;0;0;0;0;0;0,096575248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,121402206;0;0;0,060861793;0;0;0;0;0;0;0;0;0;0;0;0,053565365;0;0;0;0;0;0;0;0;0;0;-0,097258336;0;0;0;0;0;0;0;0;0;0,060932564;0;0;0;0;0;0;-1;0;0;0;0,072315481;0;0;0;0;0;0;0;0;0;0;0;0
ZNF777;0;0;0;0;0,607475518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,164718981;0,173326549;0;0;0;0;0,226262326;0;0,053834793;0,082949292;0;0;0;0;0;0,155921596;0,198106937;-0,126293355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,150024381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017262506;0;0;0;0;0,018812785;0,060521877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,060413721;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF784;0;0;0;0;0,276044055;0;0;0;0;0;0,142353769;0,158691873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,139827691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,169208612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,015968331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,037245852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0,105477719;0;0,079645335;0;0;0;0;0;0;0;0;0;0;0
ZNF787;0,005922416;0;0;0;0,246284482;0,074964527;0;0;0;0;0,098478473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24418825;0;0;0;-0,122515852;-0,065901066;0;0;0;0,068875571;0;-0,075650291;0;0;0;0;0;0;0;0;0;0,125640205;0;0;0;0;0;0;0,084079334;0,140338835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,093195035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,097836682;-0,105466073;0;0;0;0;0;0;0;0;0;0;0;0;0,066637513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,066417437;0;0;0;0;-1;-0,072630677;0;0;0;0;0;0;0;0;0;0;0;0
ZNF789;0;-0,000899683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051957061;0;0,016019724;0;0;0;0;0;0;0;0;0,034608315;0;0;-0,160129868;0;0;0;0;0;0;0;-0,028344972;0;0;0;0;0;0,044647267;0;0;-0,059512113;0;0;0;0;0;0;0;0,048051658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,040928123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,060456887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,073686466;0;0;0;0;0;0,067013798;0;0;-0,047505191;-1;0;0;0;0;0;0;0;0;0;0;0;0
ZNF79;0;0;0;0;0;0;0;0;0;0,239256186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,197981912;0,039279866;0;0;0;0;0;0;0;0,053073628;0;0;0;0;0;0;0;0;0;0,149347226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,042578384;0;0;0;0;0;0;0,054609376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016825645;0,018130992;0;0,02837051;0;0;0;0;0;0;0;0;0;0;0;0;0;0,035636047;0;0;-1;0;0;0;0;0;0;0;0;0;0;0
ZNF808;0;0;0;0;0;0;-0,091638602;0;0;0;0;0;0;0;0;0;0;0;0,054680145;0;0;0;0;0;0,132127264;0;0;0;0;0;0;0;0;0,041001729;0;0;0;0;0;0;0;0;0,124761449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,083784788;0;0;0;0;-0,089003282;0;0;0;0;0;0;0;0;0;0;0;0,030998529;0;0;0;0;0;0;0;0,133907585;0,074271537;0;0;0;0,029808079;0;0,17013164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,036018046;0;0;0;0;0;0,030087467;0;0;0;0;0;0,084073333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,039410093;0;0;0;0,0634965;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0
ZNF823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,153703423;0,302369085;0;0;0;0;0;0,013663889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,88639E-05;0;0;0;0;0;0;0,020470219;0;0;0;0;0;0;-0,040093805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052461243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06949581;0,032896477;0;0,039393453;0,08513135;0;0;0;0;0,141595352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04219813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,190357554;0;0;0;0;0;0;0;-1;0;0;0,040708527;0;0,00595402;0;0;0,117037177;0
ZNF827;0,069198289;0;0;0;0;0,076133853;0;0;0,12219577;0;0;0;0,059635482;0;0;0;0;0;0;0;0;0;0,047687267;0;0;-0,082272556;0;-0,192559588;0;0;0;0;0,158209687;0;0;-0,090482121;0;0,050845459;-0,056552016;0;0,041927329;0;0,108383289;0;0;-0,109456355;0;0;0;-0,059840553;0;-0,063010634;0,187502556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026930574;0,033682397;0;0;0;0;0,018660624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,080372786;0;0;0,031114814;0;0;0;0;0;0;0;0;0;0;0;0;0;0,054546786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
ZNF844;0;0;0;0;0;0,137728782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07042872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,305311482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,043011701;0;0;0;0,080662925;0;0;0;0;0;0,056284477;0,15142348;0,048291222;0;0;0;0;0;0;0,029932606;0;0;0;0;0;0;0;0;0;0;0;0,065240037;0;0;0;0;0;0;0,01336036;0,170996395;0,039112291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,001719905;0;0;0;0;0;0,122831879;0;0;0;0;0;0;0;0;0;0;0;0,001661936;0;0;-1;0,060484427;0;0;0;0;0;0
ZNF879;0;0;0;0,00068236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,007755932;0;0;0,028359238;0;0;0;0;0;0,00026688;0;0;0;0;0,014828293;0;0;0;0;0;0;0;0;0;0;0;0,033976678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,093067026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052065684;0;0;0;0;0;0;0,106080827;0,085827116;0;0;0;0;0,155034513;0;0;0;0;0;0;0,005578324;0;0;0;0,10765923;0;0;0;0;0;0;0;0;0;0,073238627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006599841;9,09594E-05;0;0;0,035087551;0;0,016146781;0;0;0;0,186173184;0;0,01163925;-0,006573318;0;0;0;0;0;0;0;0;0,000225197;0;0;0;0;0;0;0;0;0,082482996;0;0,062823157;-1;0;0;0;0;0;0
ZNF880;0;-0,027342628;-0,0568264;0;-0,052884451;0;0;-0,001008645;0;0;0;0;0;0;-0,028460212;0;0;0;0;0;0;0;0;0;0;0;0;0,00160723;0;0;0;0;0;0;0;0,001556768;0;0;0;0;-0,036558862;0;-0,035214933;0;0;0,119880413;0;0;0;0;0;0;0;0;0;0;0;0,027425576;-0,048764903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061769933;0;0;0;0;0;0;0;0;0;0;0,071329703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,10872E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,087653209;0;0;0;0;0;0;0;0;0;0;-0,038691986;0;0;0;0,086838178;0;0;0;0;0;0,009798776;0;0;0;0;0;-1;0;0;0;0;0
ZSCAN12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,089078813;0;0,030316876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,137021918;0;0;0;0;0;0;0,135333827;0;0;0;0;0,199049537;0;0;0;0;0;0;0;0;0;0,007552699;0;0;0;0;0;0;0;0;0;0;0;0,058234718;0;0;0,127576514;0;0;0;0;0;0;0;0;0;0;0,041778937;0;0,165980775;0;0;0;0;0;0;0,004617512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014962555;0;0;0;0;0;0;0;0;0;0,002511657;0;0;0;0,048818923;0;0;0;0;0;0;0;0;0;0;0;0;0;0,191296783;0,003389098;0;0;0;0;0;0;0;0;0;0,018019777;0;0;0;0;-1;0;0;0;0
ZSCAN2;0;0;0;0;0;0;0,135895417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,053665523;0;0;0;0;0;0;0,036988153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,083386898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006510826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,059271026;0;0;0;0;0;0;0;0;0;0;0;0;0,081222025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,070141177;0;0;0;0;0;0;0;0;-7,34269E-05;0;-1;0,014843984;0;0
ZSCAN20;0;0;0;0,061939092;0;0;0;0;0;0;0;0;0;0,143545108;0;0;0;-0,000262453;0,056067326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,082777685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029230789;0;0;0;0;0;0,038465373;0;0;0;0,025910531;0;0;0;0;0;0,005038816;0,000483341;0,049579091;0;0;0;0;0;0;0,062002755;0,066198128;0;0;0;0,003873241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0783989;0;0;0,06338515;0,039837874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,040452514;-1;0;0
ZSCAN21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061964922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,243503542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,00129221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,035937031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009207185;-0,006009185;0;0;0;0,11860203;0,084441177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026112719;0;0;0;0;0;0;0;-1;0
ZXDC;0;0;0;0;0;0,122473722;-0,049815734;0;0;0;0,1021157;0;0;0;0;0;0;0;0;0,063889615;0;0;0;0,08784181;0;0;0;-0,179800317;0;0;0;0,121088933;0;0;0;0;0,053710276;0;0;0,01346882;0,043635698;0;0;0;0;0;0,1133326;0;0;0;0;0;-0,095019709;0;0;0;0;0;0;0;0,131761775;0;0;0,093919483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,040789154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,015976141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,041904278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,053661715;0;0;0;0;0;0;0;0,060139334;0;0;0;0;0;0;0;0;0;-1
